question,intent_recommend_budget,intent_recommend_usage,intent_tech_detail
Những laptop nào có CPU 12450H và trọng lượng khoảng 1.6kg?,0,0,1
"Tìm laptop gaming có màn hình 15.6 inch, tần số quét 144Hz và card đồ họa rời.",0,1,1
Ngân sách 20 triệu có mua được laptop Acer Swift Lite 14 cho nhu cầu văn phòng không?,1,1,0
So sánh giá của Lenovo Ideapad Slim 3 với các laptop văn phòng cùng cấu hình.,1,1,0
Laptop nào có RAM 36GB và dung lượng lưu trữ 1TB cho công việc sáng tạo nội dung?,0,1,1
MacBook Air M2 16GB 512GB có phù hợp cho nhu cầu học tập - văn phòng không?,0,1,0
Laptop Asus Zenbook 14 OLED UX3405MA có cấu hình như thế nào cho đồ họa - kỹ thuật?,0,1,1
Tìm laptop dưới 20 triệu đồng có màn hình 15.6 inch và tần số quét 120Hz.,1,0,1
Những mẫu laptop nào của Apple có giá dưới 30 triệu đồng và thích hợp cho công việc sáng tạo nội dung?,1,1,0
Laptop Dell Inspiron 15 3530 có card đồ họa tích hợp hay card rời?,0,0,1
Ngân sách 25 triệu đồng có mua được MacBook Air M4 với 16GB RAM và 256GB SSD không?,1,0,1
"Cần laptop cho gaming và đồ họa, yêu cầu chip M2 hoặc tương đương, giá khoảng 25-30 triệu.",1,1,1
Tần số quét màn hình 120Hz có cần thiết cho nhu cầu văn phòng không?,0,1,1
"Laptop nào mỏng nhẹ, cao cấp, sang trọng và có giá dưới 27 triệu đồng?",1,1,0
Trọng lượng máy 1.2kg có ảnh hưởng đến trải nghiệm sử dụng cho việc di chuyển nhiều không?,0,1,0
Laptop nào cho đồ họa với ngân sách dưới 20 triệu?,1,1,0
Tìm laptop gaming dưới 30 triệu có màn hình 15 inch.,1,1,1
Laptop nào có CPU i5 thế hệ 11 và RAM 16GB cho công việc văn phòng?,0,1,1
"Cần laptop dưới 15 triệu, có SSD 512GB không?",1,0,0
Laptop nào phù hợp cho nhu cầu học tập và làm việc online?,0,1,0
Ngân sách cho laptop dưới 10 triệu là bao nhiêu?,1,0,0
Thông số kỹ thuật của Huawei Matebook D15 bao gồm những gì?,0,0,1
"Laptop nào có trọng lượng dưới 1.5kg, giá dưới 18 triệu, dùng cho công việc di chuyển nhiều?",1,1,0
Nên mua laptop nào cho sinh viên kỹ thuật với chi phí tối đa 22 triệu?,1,1,0
Laptop HP Probook 460 G11 có phù hợp cho công việc đồ họa không?,0,1,0
Laptop nào phù hợp cho đồ họa với ngân sách dưới 30 triệu đồng?,1,1,0
Tìm laptop gaming có giá khoảng 20 triệu.,1,1,0
Laptop nào tối ưu cho học tập và công việc văn phòng?,0,1,0
Laptop nào có 16GB RAM và giá dưới 20 triệu?,1,0,1
Cần laptop trang bị card đồ họa rời cho nhu cầu thiết kế 3D.,0,1,1
MacBook Air M3 2024 có giá bao nhiêu?,1,0,0
"Laptop nào có CPU hx 370, 32GB RAM, màn 165Hz cho gaming với giá dưới 50 triệu?",1,1,1
Laptop nào có trọng lượng dưới 1.5kg phù hợp cho người hay di chuyển?,0,1,0
"Nhu cầu văn phòng, thời lượng pin tốt, ngân sách dưới 18 triệu nên chọn máy nào?",1,1,0
Laptop Acer Aspire 5 A514-56P có phù hợp cho học tập không?,0,1,0
Laptop nào có thể đáp ứng tốt nhu cầu đồ họa kỹ thuật với ngân sách dưới 20 triệu đồng?,1,1,0
Cấu hình chip M2 Pro và dung lượng RAM 16GB của MacBook Pro 13 có phù hợp cho công việc văn phòng không?,0,1,1
Laptop Asus Vivobook 16 A1607CA có card đồ họa tích hợp hay rời?,0,0,1
Những mẫu laptop nào dưới 15 triệu phù hợp cho cả học tập và chơi game?,1,1,0
MacBook Pro 14 M3 Pro có màn hình tần số quét 120Hz không?,0,0,1
Nhu cầu sử dụng laptop cho công việc văn phòng và thiết kế đồ họa cơ bản nên chọn máy nào trong tầm giá 15-20 triệu?,1,1,0
Laptop HP Pavilion 15-EG3095TU có trọng lượng bao nhiêu?,0,0,1
Có nên mua laptop Acer Aspire 3 với chip i5 1235U và RAM 8GB để chơi game không?,0,1,0
"Laptop nào cấu hình mạnh mẽ cho đồ họa và gaming, giá dưới 30 triệu?",1,1,0
So sánh dung lượng lưu trữ 512GB và 256GB trên các dòng laptop Apple cao cấp.,0,0,1
Laptop nào dưới 15 triệu phù hợp cho công việc văn phòng và học tập?,1,1,0
Ngân sách 30 triệu có nên mua laptop chip M1 Max cho đồ họa không?,1,1,0
Laptop nào tốt nhất cho nhu cầu chơi game hiện nay?,0,1,0
Tìm laptop mỏng nhẹ dưới 20 triệu đồng cho sinh viên.,1,1,0
Cấu hình chip M4 và 16GB RAM trên iMac có đáp ứng tốt nhu cầu đồ họa không?,0,1,1
Có laptop Apple nào dưới 35 triệu đồng không?,1,0,0
Laptop nào phù hợp cho nhu cầu cao cấp và sang trọng?,0,1,0
Laptop nào có 32GB RAM và 1TB SSD?,0,0,1
Máy nào có giá dưới 25 triệu và dùng tốt cho nhiều mục đích?,1,1,0
Laptop màn hình 16 inch với tần số quét 120Hz có phù hợp cho thiết kế đồ họa không?,0,1,1
Laptop nào được đề xuất cho nhu cầu chơi game cấu hình cao?,0,1,0
Máy nào có 16GB RAM và giá dưới 25 triệu?,1,0,1
"Laptop nào cho thiết kế đồ họa, có màn hình 14 inch, dưới 30 triệu?",1,1,1
Ngân sách tối đa cho laptop là bao nhiêu?,1,0,0
Laptop nào mỏng nhẹ và pin trâu cho người hay di chuyển?,0,1,0
Tốc độ CPU của MacBook Air M2 là bao nhiêu?,0,0,1
Laptop nào phù hợp cho lập trình với ngân sách dưới 35 triệu?,1,1,0
Laptop nào phù hợp cho việc chỉnh sửa video chuyên nghiệp?,0,1,0
Máy nào có cấu hình tốt cho sinh viên với giá dưới 20 triệu?,1,1,0
"Laptop nào có giá dưới 20 triệu đồng, phù hợp cho công việc đồ họa và kỹ thuật?",1,1,0
"Cần tìm laptop mỏng nhẹ cho học tập và văn phòng, ưu tiên màn hình 14 inch.",0,1,1
Tư vấn laptop gaming có card rời và tần số quét màn hình 144Hz.,0,1,1
Giá bán của laptop ASUS Zenbook S 16 UM5606KA-RK113WS là bao nhiêu?,1,0,0
Laptop Lenovo LOQ 15IAX9E có phù hợp cho nhu cầu sáng tạo nội dung không?,0,1,0
Cấu hình CPU của Laptop Asus Vivobook S 14 OLED S5406MA-PP198WS là gì?,0,0,1
Có laptop nào dưới 25 triệu đồng với 16GB RAM cho mục đích gaming và đồ họa không?,1,1,1
Laptop nào có trọng lượng dưới 1.5kg và giá dưới 30 triệu đồng?,1,0,0
Máy ASUS TUF Gaming A15 FA507NU-LP140W có những ưu điểm gì cho game thủ?,0,1,0
"Tìm laptop có màn hình 15.6 inch, card rời và giá khoảng 22 triệu đồng.",1,0,1
MacBook Air M4 15 inch 2025 có giá bao nhiêu và phù hợp cho nhu cầu đồ họa không?,1,1,0
Laptop MSI Katana 15 B13UDXK-2270VN-Đen có card đồ họa rời không?,0,0,1
Nên chọn MacBook Pro 14 M4 Pro hay MacBook Air M4 15 inch cho công việc sáng tạo nội dung?,0,1,0
Có laptop nào dưới 25 triệu cho nhu cầu gaming với tần số quét màn hình 144Hz không?,1,1,0
MacBook Air M4 15 inch 2025 có bao nhiêu GB RAM và giá bán là bao nhiêu?,1,0,1
Laptop MSI Katana 15 B13UDXK-2270VN-Đen có phù hợp cho dân kỹ thuật không?,0,1,0
MacBook Pro 14 M4 Pro có tần số quét 120Hz không?,0,0,1
"Laptop nào có trọng lượng dưới 1.6kg, màn hình 15 inch và giá dưới 40 triệu?",1,0,0
"Tìm laptop cho học tập - văn phòng, mỏng nhẹ, với cấu hình CPU M4 và giá dưới 35 triệu.",1,1,1
MacBook Air M4 15 inch 2025 có card đồ họa tích hợp hay card rời?,0,0,1
Tìm laptop chơi game dưới 20 triệu đồng có hiệu năng tốt.,1,1,0
MacBook Pro 16 M3 Pro có phù hợp cho công việc đồ họa chuyên nghiệp không?,0,1,0
Laptop MSI Prestige 16 AI+ Evo có cấu hình CPU và dung lượng RAM như thế nào cho nhu cầu văn phòng?,0,1,1
Có laptop nào dưới 15 triệu đồng cho việc học tập và văn phòng giống ASUS ExpertBook B1 không?,1,1,0
Laptop nào có màn hình 16 inch với tần số quét 120Hz cho công việc sáng tạo nội dung?,0,1,1
"Cần tìm laptop cao cấp, sang trọng với mức giá trên 40 triệu đồng.",1,1,0
Máy tính Mac mini M4 Pro có dung lượng lưu trữ 2TB và RAM 64GB không?,0,0,1
Laptop gaming có card đồ họa rời hiệu năng cao không?,0,1,1
Có laptop nào dưới 10 triệu cho nhu cầu học tập và văn phòng cơ bản không?,1,1,0
"Laptop nào cấu hình mạnh mẽ, RAM lớn cho phép chạy đa nhiệm và thiết kế đồ họa?",0,1,0
Laptop cho dân văn phòng dưới 15 triệu có cấu hình như thế nào?,1,1,1
"Máy nào mỏng nhẹ, pin tốt, giá dưới 20 triệu đồng?",1,1,0
Cấu hình CPU và RAM của MacBook Air M3 15 inch là bao nhiêu?,0,0,1
"Laptop nào phù hợp cho học tập và văn phòng, giá khoảng 25 triệu?",1,1,0
MacBook Air M2 2022 16GB có phù hợp cho công việc sáng tạo nội dung không?,0,1,0
"Máy nào có RAM 16GB và ổ cứng 512GB, giá tốt?",1,0,1
Laptop nào phù hợp cho đồ họa kỹ thuật?,0,1,0
Tìm laptop gaming có ngân sách 30 triệu đồng.,1,1,0
Laptop nào có trọng lượng dưới 1.3kg và giá dưới 30 triệu?,1,1,0
Máy Lenovo ThinkPad T14s giá bao nhiêu?,1,0,0
Laptop nào chơi game tốt với ngân sách dưới 20 triệu?,1,1,0
Máy nào thiết kế đồ họa với chip M4 Pro và ngân sách dưới 30 triệu?,1,1,0
Cần laptop văn phòng RAM 16GB và bộ nhớ 512GB thì có những lựa chọn nào?,0,1,1
Tìm laptop mỏng nhẹ cho sinh viên với giá dưới 35 triệu.,1,1,0
Laptop nào có tần số quét 120Hz?,0,0,1
Laptop Apple có giá dưới 30 triệu là những model nào?,1,0,0
Máy nào phù hợp cho sáng tạo nội dung với màn hình 14 inch?,0,1,0
Cấu hình chip M4 Pro có đủ mạnh cho đồ họa kỹ thuật không?,0,1,0
Laptop nào có giá khoảng 25 triệu phù hợp cho học tập và văn phòng?,1,1,0
Máy Mac mini M4 Pro 2024 có trọng lượng bao nhiêu?,0,0,1
Laptop nào phù hợp cho công việc thiết kế đồ họa?,0,1,0
Màn hình của laptop Dell Inspiron 16 có kích thước bao nhiêu inch?,0,0,1
Laptop nào có thể chơi game tốt với ngân sách khoảng 20 triệu?,1,1,0
Tìm laptop cho văn phòng dưới 10 triệu đồng.,1,1,0
Laptop nào có 32GB RAM và giá dưới 40 triệu?,1,0,1
Laptop nào phù hợp cho lập trình với ngân sách dưới 25 triệu?,1,1,0
Laptop nào có card đồ họa rời và giá dưới 30 triệu cho kỹ thuật?,1,1,1
Laptop nào thích hợp cho việc chỉnh sửa ảnh nhẹ?,0,1,0
Laptop nào có trọng lượng dưới 1.5kg cho việc di chuyển?,0,1,0
MacBook Air M4 13 inch có phù hợp cho công việc thiết kế đồ họa không?,0,1,0
"Laptop nào có màn hình 15 inch, chip M4 Max và giá dưới 80 triệu đồng?",1,0,1
Yêu cầu RAM 32GB và dung lượng lưu trữ 512GB cho laptop văn phòng thì nên chọn loại nào?,0,1,1
MacBook Pro 16 inch M4 Max có tần số quét 120Hz không?,0,0,1
Ngân sách 30 triệu đồng có mua được laptop Apple mỏng nhẹ cho học tập không?,1,1,0
"Cần laptop cho sáng tạo nội dung với chip M4, giá khoảng 32 triệu, có những lựa chọn nào?",1,1,0
Laptop nào có trọng lượng dưới 1.5kg và cấu hình cho đồ họa kỹ thuật?,0,1,0
MacBook Air M4 13 inch với 16GB RAM có đủ cho lập trình không?,0,1,1
"Tìm laptop Apple có giá cao cấp, sang trọng và cấu hình mạnh mẽ.",1,1,0
MacBook Pro 16 inch M4 Max có card đồ họa tích hợp hay card rời?,0,0,1
Có laptop nào dưới 20 triệu chơi game tốt không?,1,1,0
Cấu hình chip M4 24GB RAM của MacBook Air 15 inch có phù hợp cho đồ họa không?,0,1,1
Laptop nào có màn hình 144Hz và giá dưới 25 triệu cho nhu cầu gaming?,1,1,1
Asus Vivobook 14 OLED có phù hợp cho công việc văn phòng không?,0,1,0
Cần laptop mỏng nhẹ cho sáng tạo nội dung với ngân sách 30 triệu?,1,1,0
Laptop MSI Katana 15 có card đồ họa rời và tần số quét bao nhiêu?,0,0,1
Tầm giá 20-25 triệu có laptop nào đáp ứng tốt cho đồ họa kỹ thuật không?,1,1,0
"Cần tìm laptop Asus có màn hình 16 inch, tần số quét 120Hz?",0,0,1
Laptop Asus TUF Gaming Dash F15 có card rời RTX3050Ti với giá bao nhiêu?,1,0,1
Máy nào là lựa chọn tốt nhất cho học tập và văn phòng với giá dưới 15 triệu?,1,1,0
Laptop HP Pavilion X360 14 ek2024TU giá bao nhiêu?,1,0,0
Mac mini M4 Pro 2024 có phù hợp cho đồ họa kỹ thuật không?,0,1,0
Mac mini M4 2024 có bao nhiêu GB RAM?,0,0,1
Tìm laptop gaming dưới 25 triệu đồng với cấu hình mạnh mẽ.,1,1,0
Laptop nào có trọng lượng dưới 1.5kg và giá dưới 20 triệu?,1,0,0
Mac mini M4 Pro 2024 có 48GB RAM và 512GB SSD không?,0,0,1
Laptop nào phù hợp cho học tập và văn phòng với ngân sách 15 triệu?,1,1,0
Cấu hình CPU của laptop HP Pavilion X360 14 ek2024TU là gì?,0,0,1
Có laptop nào cho đồ họa kỹ thuật với chip M4 Pro và giá dưới 45 triệu không?,1,1,0
Mac mini M4 2024 có phải là lựa chọn tốt cho người dùng cao cấp không?,0,1,0
Laptop nào có thể đáp ứng tốt nhu cầu thiết kế đồ họa và chơi game với ngân sách dưới 25 triệu đồng?,1,1,0
Cấu hình chip CPU và dung lượng RAM tối thiểu cần thiết cho công việc lập trình là bao nhiêu?,0,1,1
Laptop Acer Aspire Lite AL14 có card đồ họa tích hợp hay card rời?,0,0,1
Tìm laptop gaming dưới 20 triệu có màn hình tần số quét 144Hz.,1,1,0
MacBook Pro 14 inch M4 Max có phù hợp cho công việc sáng tạo nội dung chuyên nghiệp không?,0,1,0
Laptop Lenovo LOQ 15IRX9 có trọng lượng bao nhiêu?,0,0,1
"Cần mua laptop văn phòng dưới 15 triệu, có màn hình 14 inch và 16GB RAM.",1,1,1
Laptop nào có giá cao nhất trong các sản phẩm được đề cập?,1,0,0
Có laptop nào giá dưới 15 triệu mà vẫn chơi được các tựa game AAA không?,1,1,0
Laptop Acer Gaming Aspire 7 A715-76 có CPU 12650H và màn hình 60Hz có đủ cho gaming không?,0,1,1
Laptop nào có thể chơi game nặng và đồ họa kỹ thuật với ngân sách dưới 35 triệu đồng?,1,1,0
Macbook Pro 14 inch 2021 sử dụng CPU M1 Pro có phù hợp cho công việc đồ họa không?,0,1,1
Laptop Asus ROG Strix G16 G614JU-N3480W-Xám có màn hình tần số quét bao nhiêu Hz?,0,0,1
Có nên mua iMac M4 2024 24 inch cho nhu cầu học tập và văn phòng không?,0,1,0
"Laptop nào có RAM 32GB, card đồ họa rời và giá dưới 40 triệu cho công việc kỹ thuật?",1,1,1
Máy nào có trọng lượng dưới 2.5kg và phù hợp cho công việc di chuyển nhiều?,0,1,1
Tìm laptop gaming có RTX 4050 và tần số quét 165Hz với giá tốt nhất?,1,1,1
Cấu hình chip Core i7 thế hệ 13 và card đồ họa rời có cần thiết cho người dùng văn phòng không?,0,1,1
Laptop nào có dung lượng lưu trữ 1TB và màn hình 16 inch với mức giá khoảng 30 triệu?,1,0,1
Laptop Asus ROG Strix G16 G614JU-N3480W-Xám có phù hợp cho việc chơi game không?,0,1,0
Laptop nào có thể đáp ứng tốt nhu cầu đồ họa kỹ thuật và gaming với ngân sách dưới 60 triệu đồng?,1,1,0
"Cấu hình chip M4, RAM 16GB và bộ nhớ 1TB của MacBook Air có phù hợp cho công việc sáng tạo nội dung không?",0,1,1
Mẫu iMac M3 24 inch có card đồ họa tích hợp và giá 46.990.000 VNĐ có phù hợp cho học tập và văn phòng không?,1,1,0
Laptop Lenovo Legion 7 với RTX 4070 có thể chơi game ở cài đặt cao nhất không?,0,1,0
Nhu cầu sử dụng laptop cho học tập và văn phòng thì nên chọn máy có cấu hình như thế nào?,0,1,0
Có laptop nào dưới 20 triệu đồng với màn hình 16 inch và tần số quét 165Hz không?,1,0,1
"Cân nhắc laptop Apple chip M3 với 16GB RAM, nên chọn loại nào cho đồ họa và văn phòng?",0,1,0
Laptop nào có trọng lượng dưới 1.5kg và giá dưới 35 triệu đồng cho người hay di chuyển?,1,0,0
Cấu hình chip Intel Core i9 và card đồ họa RTX 4070 có đủ mạnh cho các tác vụ kỹ thuật nặng không?,0,1,1
Máy tính xách tay nào có 32GB RAM và bộ nhớ SSD 1TB với mức giá tầm trung?,1,0,1
Laptop nào có thể xử lý tốt đồ họa kỹ thuật và chơi game với ngân sách dưới 30 triệu đồng?,1,1,0
Cấu hình chip M4 Pro và dung lượng lưu trữ 1TB của MacBook Pro 14 inch có phù hợp cho công việc sáng tạo nội dung không?,0,1,1
Laptop HP Probook 460 G11 có card đồ họa tích hợp hay card rời?,0,0,1
"Tôi cần một laptop cho học tập và văn phòng, dưới 20 triệu đồng, có màn hình 15.6 inch không?",1,1,0
Chiếc MSI Cyborg 15 A13VFK-876VN có tần số quét màn hình 144Hz và trọng lượng 1.98kg có đáng mua cho game thủ không?,0,1,1
Laptop nào có giá dưới 25 triệu đồng và đáp ứng được nhu cầu đồ họa kỹ thuật?,1,1,0
Máy iMac M3 24 inch có phù hợp cho công việc văn phòng và thiết kế đồ họa cơ bản không?,0,1,0
RAM 16GB có đủ cho các tác vụ đồ họa nặng trên laptop không?,0,1,1
Laptop nào có trọng lượng dưới 1.8kg và giá bán dưới 27 triệu đồng?,1,0,0
"Cần tìm laptop gaming có CPU 13620h và card rời, ngân sách khoảng 30 triệu.",1,1,1
"Laptop nào có màn hình 14 inch, card đồ họa rời và giá dưới 15 triệu đồng?",1,0,1
"Tìm laptop gaming cấu hình mạnh, màn hình 120Hz, giá dưới 20 triệu.",1,1,1
