question,intent_recommend_budget,intent_recommend_usage,intent_tech_detail
Asus Zenbook 13 giá bao nhiêu?,1,0,0
"Laptop ASUS Zenbook 14 Oled U5 có chạy mượt Adobe Pr, CapCut không?",0,1,0
"sạc máy này có ổn không, tần số quét màn hình bao nhiêu và có nâng cấp RAM được không?",0,0,1
Máy này là model năm nào và dòng Zenbook S có mới hơn không?,0,0,1
Dòng này học IT có ổn không?,0,1,0
Có cách nào bảo quản màn hình OLED không?,0,0,1
Dòng này có chống chói không?,0,0,1
R5 7530u và U5 125H khác nhau như thế nào?,0,0,1
"laptop mỏng nhẹ, cấu hình chơi Genshin, GTA5, AC, LOL, tầm giá 30 triệu",1,1,0
Máy này chơi được lol với pubg không?,0,1,0
Laptop này 16GB có thể nâng cấp RAM lên 32GB không?,0,0,1
Laptop Acer Gaming Aspire 5 A515-58GM-53PZ có thể sạc bằng sạc điện thoại công suất 67W không?,0,0,1
Máy này xử lý card đồ họa được không?,0,0,1
"Máy này có sạc thẳng vào nguồn, bỏ qua pin không?",0,0,1
Chính sách bảo hành dòng máy này như thế nào?,0,0,1
Dùng cổng nào để xuất ra màn hình rời?,0,0,1
Có thể sạc pin laptop bằng củ sạc điện thoại Super VOOC 100W không?,0,0,1
"Aspire 5 và ASUS Gaming Vivobook K3605ZF, con nào chơi game ổn hơn? Shop có hỗ trợ lắp RAM không và chi phí là bao nhiêu?",0,1,1
Máy này học đồ họa và chơi game như Genshin Impact được không?,0,1,0
Máy này chơi Wuthering Waves được không?,0,1,0
Có bản custom 24GB/256GB không?,0,0,1
MiniM4 xuất được tối đa bao nhiêu màn hình?,0,0,1
Có bản 32GB RAM không?,0,0,1
"Máy này có đèn bàn phím không? Gợi ý mẫu pin trâu, hỗ trợ khe cắm SSD, giá học sinh sinh viên.",1,1,1
máy này có thể lắp hai ổ cứng SSD không?,0,0,1
Máy này có hỗ trợ ứng dụng văn phòng không?,0,1,1
máy này có phù hợp cho kỹ thuật ô tô không?,0,1,0
bàn phím này có đèn không,0,0,1
Máy có đèn LED phím không?,0,0,1
Giá Mac Mini M2 16GB 512GB like new?,1,0,0
máy này vừa dùng vừa sạc có sao không,0,0,1
máy có cài windows sẵn không,0,0,1
Máy không cài sẵn Office?,0,0,1
Laptop có phù hợp cho sinh viên chạy tác vụ văn phòng không?,0,1,0
Máy này có bị kênh bản lề không?,0,0,1
Máy này có nâng cấp RAM không?,0,0,1
chơi game Roblox được không?,0,1,0
Máy sử dụng để tạo và quản lý trang web ổn không?,0,1,0
"Máy tính này có thể sử dụng cho Word, Canva, PowerPoint, Excel không?",0,1,0
"Mẫu này nâng cấp RAM, ổ cứng được không?",0,0,1
máy này dùng cho 4 năm đại học ngành công nghệ thông tin được không?,0,1,0
"So sánh hiệu năng giữa máy này và Lenovo Thinkpad T420 8GB DDR3, máy nào mạnh hơn?",0,0,1
Máy này mới phải không?,0,0,1
máy này có chạy lập trình tốt không?,0,1,0
máy này có nâng RAM lên được không,0,0,1
Máy này có cài và sử dụng được phần mềm khai báo hải quan nhà nước không?,0,1,0
"Máy này có cài sẵn Windows và Office chưa, có cần cài thêm gì không?",0,0,1
Mua máy về tự cài Windows hay cửa hàng cài sẵn?,0,0,1
máy chơi được FIFA không?,0,1,0
máy này chơi game nhẹ được không?,0,1,0
Chơi Roblox và làm văn phòng được không?,0,1,0
Máy này có lên RAM được không?,0,0,1
Máy này dùng cho học tập và xem phim nhẹ nhàng có ổn không?,0,1,0
Máy có hỗ trợ nâng cấp RAM lên 32GB DDR5-4800 và bộ nhớ lên 1TB không?,0,0,1
Đèn bàn phím của mẫu này là đa vùng hay đơn sắc?,0,0,1
So sánh độ bền pin 60Wh (sạc 170W) với pin 60Wh.,0,0,1
RAM con này 2 thanh 8GB hay 1 thanh 16GB?,0,0,1
Máy ra đời năm nào?,0,0,1
Máy có kết nối bluetooth không?,0,0,1
Thời lượng pin của máy dùng được bao lâu?,0,0,1
Mẫu này có quạt tản nhiệt không?,0,0,1
Microsoft Office khi mua kèm máy có thời hạn bao lâu?,0,0,1
máy có cài sẵn window với office không?,0,0,1
Laptop Asus Vivobook E1404FA-NK186W R5 7520U/16GB/512GB/14 FHD/Win11 giá bao nhiêu?,1,0,0
"Laptop nào tốt nhất dưới 13 triệu cho học tập, làm việc, giải trí, có âm thanh, hình ảnh tốt, pin ổn, không giật lag?",1,1,0
máy này học marketing được không?,0,1,0
Sản phẩm có kèm sạc không?,0,0,1
Laptop này có chạy được phần mềm vẽ autocad không?,0,1,0
Con này có led phím không?,0,0,1
Máy này sạc xong mới dùng hay vừa sạc vừa dùng?,0,0,1
Sản phẩm đã cài Office chưa và giá Office vĩnh viễn là bao nhiêu?,0,0,1
Máy dùng AutoCAD ổn không?,0,1,0
Máy này có cần mua bản quyền Windows không và giá Microsoft Office dùng vĩnh viễn cho học online trên 1 máy là bao nhiêu?,0,0,1
Máy dùng card màn hình gì?,0,0,1
Chất liệu tấm nền của máy này là gì?,0,0,1
Máy có kèm Windows 11 vĩnh viễn không?,0,0,1
Máy có kèm Office không?,0,0,1
mẫu này có đèn bàn phím không?,0,0,1
Máy mới không?,0,0,1
Dùng Photoshop có mượt không?,0,1,0
Laptop 256GB vỏ kim loại hay nhựa?,0,0,1
Máy này có thể nâng cấp lên 16GB RAM không?,0,0,1
thời lượng pin bao lâu,0,0,1
Bản AMD Ryzen 7735HS có chơi được FC Online không và màn hình 165Hz đúng không?,0,1,1
loại này có micro tích hợp không?,0,0,1
Máy này dùng thiết kế đồ họa được không?,0,1,0
Có cảm ứng không,0,0,1
Laptop Dell Inspiron 15 3511 còn RAM 8GB không?,0,0,1
Máy 13990k sản xuất năm nào?,0,0,1
Máy này có RAM 16GB không?,0,0,1
Laptop Dell Inspiron 15 3520-5124BLK GJ8W7 có cảm ứng không?,0,0,1
Máy có hỗ trợ bút cảm ứng không?,0,0,1
Máy có xoay 360 độ không?,0,0,1
Mẫu 8GB - 512GB 13tr990k vỏ kim loại hay nhựa?,0,0,1
màn hình cảm ứng của máy này như thế nào?,0,0,1
Laptop Dell Inspiron 15 3520 i5 1235U/8GB/512GB/120Hz/OfficeHS/Win11 (i5U085W11BLU) giá bao nhiêu?,1,0,0
Máy này có nâng cấp RAM lên 16GB được không và chi phí là bao nhiêu?,0,0,1
giá này đã bao gồm Office 2021 chưa,0,0,1
Máy này nâng cấp RAM được không?,0,0,1
"Máy này chơi game trung bình, nhẹ như Roblox có ổn không?",0,1,0
Dell Inspiron 3520 i5-1235U có sự khác biệt về trọng lượng 1.9kg và 1.66kg phải không?,0,0,1
Máy này có màu xám không?,0,0,1
Trọng lượng của Dell 3520 Inspiron i5-1235U là 1.9kg hay 1.66kg?,0,0,1
Vỏ laptop là nhựa hay kim loại?,0,0,1
Chi phí nâng cấp RAM là bao nhiêu?,0,0,1
Máy này học kỹ thuật có ổn không?,0,1,0
Giá lên đời từ Asus TUF Dash F15 (i5 12450H / 16GB/1T/ RTX3050Ti/144Hz/Win11) lên máy này là bao nhiêu?,1,0,0
Giá nâng cấp từ Dell G15 5515 lên máy này là bao nhiêu?,1,0,0
Cổng PD Type-C của máy hỗ trợ sạc tối đa bao nhiêu watt và có thể dùng sạc 140W cho cổng này không?,0,0,1
Nâng cấp RAM 24GB giá bao nhiêu?,1,0,1
máy chạy tốt các phần mềm thiết kế 3D không?,0,1,0
Giá nâng cấp lên RAM 16GB là bao nhiêu?,0,0,1
Giá nâng cấp từ 512GB lên 1TB là bao nhiêu?,1,0,1
Máy này chơi GTA 5 max setting được không?,0,1,0
Máy có hỗ trợ nâng thêm RAM 8GB không và giá bao nhiêu?,0,0,1
máy này có chơi được PUBG PC không,0,1,0
Máy này có hỗ trợ chơi PUBG PC không?,0,1,0
Phụ kiện sạc có đi kèm máy không?,0,0,1
Có nâng cấp RAM tại chỗ không?,0,0,1
giá lắp thêm 1 thanh RAM 8GB cho máy này?,0,0,1
Laptop này có mấy màu?,0,0,1
Giá máy kèm Microsoft Office là bao nhiêu?,1,1,0
"máy này có chạy được các phần mềm design như AI, Photoshop, chỉnh sửa video không?",0,1,0
Máy này học công nghệ thông tin chuyên phần mềm có ổn không và thời lượng pin bao lâu?,0,1,1
Máy này có cổng Thunderbolt không?,0,0,1
máy này bao nhiêu cân,0,0,1
máy này có cài sẵn window bản quyền không,0,0,1
"Dòng E14 Gen 5 và dòng IdeaPad Slim 3/Slim 5, loại nào tốt hơn?",0,1,0
"Dung lượng pin dùng cho tác vụ văn phòng, lướt web bao lâu và Laptop Lenovo ThinkPad E14 GEN 5 21JK006BVN với Laptop Lenovo ThinkPad E14 GEN 5 21JK00H5VN khác nhau điểm nào?",0,0,1
Máy hiển thị màu đen có mảng sáng ở cạnh dưới có sao không?,0,0,1
Máy này có thể gắn thêm HDD không?,0,0,1
"Máy này có chạy code, máy ảo và nhiều ứng dụng phần mềm cùng lúc được không?",0,1,0
"Máy này học lập trình, chỉnh video nhẹ có ổn không?",0,1,0
Máy chơi Genshin Impact có nóng không và thông tin hệ thống tản nhiệt?,0,1,1
Máy có bảo mật vân tay và nhập mật khẩu thủ công không?,0,0,1
máy này đời bao nhiêu,0,0,1
Máy này có bao nhiêu ổ SSD và dung lượng tối đa có thể nâng cấp là bao nhiêu?,0,0,1
máy này chuẩn màu 100% DCIP-3 hay sRGB?,0,0,1
Máy có thể kết nối tối đa bao nhiêu màn hình rời?,0,0,1
pin này dùng tác vụ văn phòng được bao lâu?,0,1,1
"Ổ cứng máy này có 2 khe không, một khe đã lắp 512GB, khe còn lại còn trống, có lắp thêm 1TB được không?",0,0,1
Loại ốc vít bị rớt ở sau sản phẩm này là gì?,0,0,1
"Giá máy sau ưu đãi s-student và trừ quà là bao nhiêu, chi phí nâng cấp tối đa RAM SSD là bao nhiêu?",1,0,1
Hỗ trợ nâng cấp lên 1TB không và giá bao nhiêu?,0,0,1
Độ sáng và độ phủ màu của Laptop Acer Aspire 7 A715-76G-5806 là bao nhiêu?,0,0,1
giá Black Friday hiện tại là bao nhiêu,1,0,0
Có vỏ kim loại không?,0,0,1
card này là 3050 bản mobile hay 3050 bản max-q,0,0,1
Có học đồ họa 3D được không?,0,1,0
Máy có cài sẵn Windows 11 không?,0,0,1
Giá Acer Aspire 7 tại tiệm có phải 18.450.000 không?,1,0,0
sinh viên mua giảm còn bao nhiêu?,1,0,0
Có xuất ra màn hình rời được không?,0,0,1
Máy này sạc đầy pin dùng được trong bao nhiêu tiếng?,0,0,1
Chi phí nâng cấp ổ cứng lên 1TB là bao nhiêu?,0,0,1
Cellphone có hỗ trợ nâng cấp RAM lên 32GB không và giá bao nhiêu?,1,0,1
máy có SSD 1TB không?,0,0,1
bàn phím có đèn nền không,0,0,1
máy này cài fifa online 4 được không,0,1,0
Máy này có nâng cấp RAM và SSD được không?,0,0,1
Hai loại CPU i5-1240P và i5-1235U có giống nhau không?,0,0,1
Máy này có hỗ trợ lắp RAM không?,0,0,1
Mẫu này có bảo mật vân tay không?,0,0,1
Giá máy này bao nhiêu?,1,0,0
Máy này sử dụng cho sinh viên cơ khí chế tạo máy được không?,0,1,0
Laptop này là RAM 8GB hay 16GB?,0,0,1
Máy này có Numberpad không?,0,0,1
"Laptop ASUS TUF Gaming A15 FA507NUR-LP101W có mấy khe SSD và chi phí nâng cấp, vệ sinh là bao nhiêu?",0,0,1
Laptop này góp tháng bao nhiêu?,1,0,0
Máy này có CPU Ryzen R7 không?,0,0,1
RTX 4050 bao nhiêu watt điện?,0,0,1
Năm ra mắt,0,0,1
Máy này có kết nối với màn hình máy tính được không?,0,0,1
Đèn nền là RGB hay trắng?,0,0,1
"với cấu hình sẵn 1 thanh 12GB, nên lắp thêm 1 thanh 8GB hay 1 thanh 12GB?",0,0,1
Máy này nâng cấp pin được không?,0,0,1
máy này thiết kế đồ họa 3D ổn không?,0,1,0
có thể bán lại thanh RAM 12GB để mua 2 thanh 8GB không và bù thêm bao nhiêu tiền?,0,0,1
Máy này thay thanh RAM 12GB thành 16GB được không và giá bao nhiêu?,0,0,1
Máy này có nâng cấp RAM được không và chi phí nâng cấp lên 16GB hoặc 24GB là bao nhiêu?,1,0,1
Có dùng cho đồ họa không?,0,1,0
Máy này dùng văn phòng ổn không và màn IPS phải không?,0,1,1
Máy này có mấy khe SSD?,0,0,1
máy này tần số quét 60Hz hay 120Hz?,0,0,1
"Laptop này và HP 240 G9, con nào tốt hơn?",0,1,0
Dùng học kỹ thuật phần mềm có ổn không?,0,1,0
Máy này có nâng cấp RAM được không?,0,0,1
Sản phẩm này có đèn bàn phím không?,0,0,1
"So sánh laptop i7-12700H và Laptop ASUS Vivobook 14 OLED A1405VA-KM257W, con nào tốt và bền hơn cho nhu cầu dùng Word, chỉnh sửa video, Photoshop?",0,1,1
Chọn i5 13500h hay i7 12700h,0,0,1
chơi game được không?,0,1,0
Giá cuối cùng cho sản phẩm này là bao nhiêu?,1,0,0
Có Thunderbolt không?,0,0,1
Có hỗ trợ nâng cấp RAM không?,0,0,1
Máy này trả góp từ bao nhiêu?,1,0,0
máy này có led bàn phím không,0,0,1
Máy có được cài Windows và Microsoft Office 365 miễn phí không?,0,0,1
máy này có nâng cấp RAM được không,0,0,1
đăng nhập không dùng vân tay được không,0,0,1
Con này thời lượng pin là bao lâu?,0,0,1
"muốn mua thêm SSD gắn vào, Cellphones có hỗ trợ lắp đặt không và loại SSD nào phù hợp (khoảng 1TB)?",0,0,1
chơi game Roblox có mượt không?,0,1,0
Có bản G6+ chip U125h 2024 không?,0,0,1
Có bản G6+ chip u125h 2024 không?,0,0,1
Có bản i5-1335U không?,0,0,1
Giá này đã bao gồm cài đặt Microsoft chưa?,0,0,1
giá mẫu này cho sinh viên bao nhiêu,1,1,0
"Máy này chơi được FIFA Online 4, Liên Minh không?",0,1,0
Thời lượng pin của máy này là bao lâu?,0,0,1
Dung lượng máy này là 512GB hay 1TB?,0,0,1
Bàn phím có đèn không,0,0,1
Laptop ASUS Vivobook 15 OLED A1505VA MA468W và Laptop Asus Vivobook 15 OLED A1505VA-MA466W i5-13500H khác nhau điểm gì?,0,0,1
Có màu bạc không?,0,0,1
Mẫu này có màu khác không?,0,0,1
ASUS VIVOBOOK 15 OLED A1505VA-MA468W và Asus Vivobook 15 OLED A1505VA-L1114W khác nhau điểm gì?,0,0,1
Máy có cài sẵn Microsoft 365 không và giá bao nhiêu?,0,0,1
Máy có cài sẵn Microsoft 365 không?,0,0,1
Mã laptop này có kèm Microsoft miễn phí không?,0,0,1
Máy này có nâng cấp thêm ổ cứng được không?,0,0,1
Máy này chơi được FC Online không?,0,1,0
Máy này có hỗ trợ màn hình cảm ứng và gập 360 độ không?,0,0,1
Có thể nâng cấp dung lượng bộ nhớ trong không?,0,0,1
Laptop ASUS Vivobook 15 oled A1405VA MA468W có gắn thêm quạt tản nhiệt để chơi game được không?,0,1,1
Máy có đèn nền không?,0,0,1
Thời lượng pin máy dùng văn phòng bao nhiêu tiếng?,0,1,1
RAM và ổ cứng của máy này có thể nâng cấp không và tối đa là bao nhiêu?,0,0,1
Máy đã cài Office chưa hay phải mua?,0,0,1
mẫu này có thể nâng cấp tối đa bao nhiêu GB RAM,0,0,1
laptop asus vivobook 15 oled A1505VA-MA468W 2.8K có tần số quét bao nhiêu?,0,0,1
máy này RAM và ổ cứng có thể nâng cấp không?,0,0,1
Máy này chơi Liên Minh và FIFA có ổn không?,0,1,0
Máy nặng bao nhiêu gram?,0,0,1
máy này chơi game FIFA Online 4 được không?,0,1,0
Con này chơi được The Scourge không?,0,1,0
Máy này có gập 360 độ được không?,0,0,1
Laptop Acer Aspire 3 A315-44P giá bao nhiêu và có thể nâng cấp RAM không?,1,0,1
máy này có giảm quạt tản nhiệt nhỏ đi được không,0,0,1
Máy này dùng cho ngành hệ thống thông tin quản lý không?,0,1,0
Laptop này sử dụng cho ngành tự động hóa có ổn không?,0,1,0
Máy này có nâng cấp được không?,0,0,1
Máy này vừa dùng vừa sạc có vấn đề gì về pin không?,0,0,1
Dòng máy này chạy game FC Online M của Garena có ổn không?,0,1,0
Sản phẩm có đèn LED bàn phím không?,0,0,1
Sản phẩm này sản xuất năm nào?,0,0,1
"Màn hình máy bị mờ, có chỉnh lại được không?",0,0,1
Máy này có đèn LED không và màn hình có thể chỉnh độ sáng không?,0,0,1
laptop này có thể nâng cấp thêm ổ cứng HDD để lưu trữ không,0,0,1
Mua xong có được cài Windows không?,0,0,1
Laptop nào chuyên thiết kế mô hình giá rẻ?,1,1,0
"Máy này dùng để edit video, design cơ bản được không?",0,1,0
Sản phẩm này dùng cho kế toán được không?,0,1,0
bàn phím có đèn LED không,0,0,1
Máy này chơi FIFA được không?,0,1,0
Học lập trình được không?,0,1,0
Laptop này chơi game nhẹ có mượt không?,0,1,0
Phiên bản 12.690 khác gì 12.390?,0,0,1
Máy này có sẵn 16GB RAM hay 8GB RAM và có thể nâng cấp RAM không?,0,0,1
Máy này chạy PTS và AI có ổn không?,0,1,0
Laptop này có chạy được nhiều chương trình lập trình cùng lúc không?,0,1,1
Máy có đèn bàn phím không,0,0,1
Khi mua laptop có cần mua Office không? Giá máy đã bao gồm cài Office chưa?,0,0,1
Có thay card màn hình được không?,0,0,1
RAM có chưa?,0,0,1
Máy có nâng cấp RAM được không?,0,0,1
cửa hàng có hỗ trợ nâng RAM không?,0,0,1
máy này gắn thêm 1 thanh 512GB được không,0,0,1
Máy có nâng cấp thêm ổ cứng không?,0,0,1
Nâng cấp thêm 1 thanh RAM 8GB cho máy có RAM 8GB có cần đợi hết bảo hành không?,0,0,1
Loại này quạt êm không?,0,0,1
Sử dụng Revit có ổn không?,0,1,0
Máy có hỗ trợ cắm thêm RAM không?,0,0,1
Nâng cấp lên 1TB thì bao nhiêu tiền?,1,0,1
sạc của máy này bao nhiêu W?,0,0,1
Mặt A của máy làm bằng nhựa hay nhôm?,0,0,1
Cấu hình này là bản 2023 hay 2024?,0,0,1
Máy này chạy phần mềm đồ họa 3D ổn không?,0,1,0
SSD 500GB nào phù hợp nhất với laptop này?,0,0,1
Máy có thể nâng cấp ổ cứng từ 512GB lên 1TB không và quy trình nâng cấp như thế nào?,0,0,1
"Nên mua Thinkpad hay máy trạm Dell cho nhu cầu văn phòng, học tập, xem phim, lướt web, ưu tiên máy bền, build chắc chắn, cấu hình ổn?",0,1,0
Nâng cấp RAM 32GB có làm mất bảo hành không?,0,0,1
Nâng cấp ổ cứng 512GB lên 1TB giá bao nhiêu?,0,0,1
RTX 4050 6GB tiêu thụ bao nhiêu watt?,0,0,1
Máy này có sRGB không?,0,0,1
Laptop này nâng RAM lên được không?,0,0,1
mẫu này chơi tốt các tựa game AAA không?,0,1,0
Màn hình máy này không phải OLED phải không?,0,0,1
Card đồ họa máy này là card rời không?,0,0,1
công suất máy bao nhiêu watt và hiệu suất tản nhiệt như thế nào,0,0,1
